video_url,creators,captions
"['https://www.tiktok.com/@mjmehraf/video/7418504065895648519', 'https://www.tiktok.com/@sajektravelgroup/video/7327399267146943745', 'https://www.tiktok.com/@roamready2024/video/7366164925263219985', 'https://www.tiktok.com/@rifat___editz/video/7378444943670480146', 'https://www.tiktok.com/@romanchaudhury88/video/7300997232055094529', 'https://www.tiktok.com/@kashmiri_shuvo/video/7356998240597822738', 'https://www.tiktok.com/@travelizo.abss/video/7402992036669885714', 'https://www.tiktok.com/@mdshajibbhuiyan302/video/7335496595863047431', 'https://www.tiktok.com/@sheikh_farid_71/video/7204638378338422018', 'https://www.tiktok.com/@mdshajibbhuiyan302/video/7331312882061298962', 'https://www.tiktok.com/@alxovi3/video/7378816830556720401', 'https://www.tiktok.com/@anka.559/video/7369183411648433425', 'https://www.tiktok.com/@tanveer.abid/video/7418896931646131463', 'https://www.tiktok.com/@monsieur_arefin/video/7061436382807461147', 'https://www.tiktok.com/@rifhere._/video/7354129439082499329', 'https://www.tiktok.com/@mdshajibbhuiyan302/video/7337618506680175879', 'https://www.tiktok.com/@eccendentesiast_._/video/7340736048806350087', 'https://www.tiktok.com/@raselahmed__1/video/7388080523219930386', 'https://www.tiktok.com/@made.by.tahashu/video/7421917220311174416', 'https://www.tiktok.com/@ramisha955/video/7330843612353170696', 'https://www.tiktok.com/@itzmuradm.a/video/7204415454843047170', 'https://www.tiktok.com/@khairulbhuiyan02/video/7387224329596980487', 'https://www.tiktok.com/@mdshajibbhuiyan302/video/7339080150459501831', 'https://www.tiktok.com/@mdshajibbhuiyan302/video/7332403352669637895', 'https://www.tiktok.com/@shamimuddin795/video/7221521143658777857', 'https://www.tiktok.com/@sh.arpita/video/7391836173850643728', 'https://www.tiktok.com/@mdshajibbhuiyan302/video/7328657053273148679', 'https://www.tiktok.com/@incognitorider0/video/7421213005070781704', 'https://www.tiktok.com/@shamimmahmud38/video/7391148494968474896', 'https://www.tiktok.com/@chittabong_/video/6987456842330901786', 'https://www.tiktok.com/@dr_hrid/video/7315030305566362898', 'https://www.tiktok.com/@travellershaven_/video/7320567322890996994', 'https://www.tiktok.com/@tiger.group.best4/video/7372471301744725266', 'https://www.tiktok.com/@kida_re/video/7269420413178973442', 'https://www.tiktok.com/@it_s_naim_69/video/7203928210684300545', 'https://www.tiktok.com/@rifat___editz/video/7376238739363843335', 'https://www.tiktok.com/@valentinasutradhar/video/7390737959676398866', 'https://www.tiktok.com/@ramisha955/video/7336780962837155092', 'https://www.tiktok.com/@ramisha955/video/7349406898506026241', 'https://www.tiktok.com/@peaceofeyeofficial/video/7302974073339006210', 'https://www.tiktok.com/@sumaya.yeacin/video/7371163165800942866', 'https://www.tiktok.com/@mdshajibbhuiyan302/video/7326952481181732103', 'https://www.tiktok.com/@mdshajibbhuiyan302/video/7339617528949296391', 'https://www.tiktok.com/@ahad_editz07/video/7311999621729930504', 'https://www.tiktok.com/@as.life____line_1958/video/7363679665539665158', 'https://www.tiktok.com/@realsnahid/video/7372113195302931730', 'https://www.tiktok.com/@souravking97/video/7327503542472723730', 'https://www.tiktok.com/@tamim_editz_420/video/7376107638536293639', 'https://www.tiktok.com/@dihanchy29/video/7204109870558186754', 'https://www.tiktok.com/@bangladesh_tourist_place/video/7303628747083631879', 'https://www.tiktok.com/@riazmohi10/video/7053357730949614874', 'https://www.tiktok.com/@muradahmed9/video/7165884703533239579', 'https://www.tiktok.com/@travelwith_sagor/video/7402891989382925575', 'https://www.tiktok.com/@ohidunnabitonay/video/7404141829685267730', 'https://www.tiktok.com/@mahibul49/video/7189320106613296386', 'https://www.tiktok.com/@emon_editzx7/video/7372766913035799809', 'https://www.tiktok.com/@_tan_zilll96/video/7295353489763405057', 'https://www.tiktok.com/@geographyify/video/7141271720815578395', 'https://www.tiktok.com/@hasnainshariar_arnub/video/7421986911591386376', 'https://www.tiktok.com/@hasnainshariar_arnub/video/7420357079984065799', 'https://www.tiktok.com/@hasnainshariar_arnub/video/7420110074036768008', 'https://www.tiktok.com/@raisavibez/video/7358775378166451464', 'https://www.tiktok.com/@sopnobeautysalondohar/video/7421058907063241992', 'https://www.tiktok.com/@arifinhasan58/video/7421937936041594119', 'https://www.tiktok.com/@tuhin_official_account/video/7409177208222240018', 'https://www.tiktok.com/@khalaquzzamanrock/video/7416416534374927624', 'https://www.tiktok.com/@mdsakilahamed7500/video/7382890667829251346', 'https://www.tiktok.com/@shilaakyer/video/7409673161718893831', 'https://www.tiktok.com/@tuhin_official_account/video/7408850782382050578', 'https://www.tiktok.com/@mdshajibbhuiyan302/video/7341041810262723848', 'https://www.tiktok.com/@supra_bengali.4/video/7364443101303213317', 'https://www.tiktok.com/@amdkamalmia/video/7376639018844409096', 'https://www.tiktok.com/@hasnainshariar_arnub/video/7420119606754348295', 'https://www.tiktok.com/@rsakash508/video/7405960254074178817', 'https://www.tiktok.com/@atiqkhan4814/video/7413584709298654482', 'https://www.tiktok.com/@user9397023296120/video/7324340595789483271', 'https://www.tiktok.com/@emon30134/video/7405479033091132692', 'https://www.tiktok.com/@djkickmaster2/video/7404046271511547143', 'https://www.tiktok.com/@mdanwar9364/video/7161976586974072091', 'https://www.tiktok.com/@framing.emotion/video/7356919932098989313', 'https://www.tiktok.com/@sanjidaakter602/video/7233247851667672322', 'https://www.tiktok.com/@nurhossain.65/video/7379196211791662353', 'https://www.tiktok.com/@tamim_editz_420/video/7362069820285717765', 'https://www.tiktok.com/@bishnosarker07/video/7336255254561819912', 'https://www.tiktok.com/@rajpotruariyan/video/7374951758931479815', 'https://www.tiktok.com/@messilover8766/video/7389960483165572370', 'https://www.tiktok.com/@nurhossain.65/video/7379870243826519312', 'https://www.tiktok.com/@_talesbyfarisha/video/7365142040042147078', 'https://www.tiktok.com/@hasnainshariar_arnub/video/7420116761552506120', 'https://www.tiktok.com/@misschocolate67/video/7333254822818270466', 'https://www.tiktok.com/@rsrayhanchowdhury1/video/7333298847034117378', 'https://www.tiktok.com/@madeinbangladesh01/video/7319143324915404033', 'https://www.tiktok.com/@midulmullah/video/7002512190041312538', 'https://www.tiktok.com/@offthegrid_travel/video/7420203557472734482', 'https://www.tiktok.com/@apip.vai231/video/7289477854419488001', 'https://www.tiktok.com/@nihab_rahman/video/7367746457748770066', 'https://www.tiktok.com/@naturalview5630/video/7419157041769467144', 'https://www.tiktok.com/@soheltanvir558/video/7386277471831723271', 'https://www.tiktok.com/@sinthiayasmin_nupur/video/7008449814258060571', 'https://www.tiktok.com/@ahado64/video/7365418353244032262', 'https://www.tiktok.com/@tanvir_t09/video/7278550500830727425', 'https://www.tiktok.com/@shoaibniloy/video/7275037842093526280', 'https://www.tiktok.com/@your_short_bro/video/7297022921438973186', 'https://www.tiktok.com/@ahsanhabib1760/video/7193178125793070337', 'https://www.tiktok.com/@__jaber__/video/7004851375586823450', 'https://www.tiktok.com/@liza.islam714/video/7379191055264058625', 'https://www.tiktok.com/@sksakib7578/video/7159810369991757083', 'https://www.tiktok.com/@tamim_editz9x/video/7351878896737881360', 'https://www.tiktok.com/@marufbhuiyan10k/video/7382521951698291969', 'https://www.tiktok.com/@a.rahman3000/video/7269738783711448321', 'https://www.tiktok.com/@tarek_antor/video/7286444543766023442', 'https://www.tiktok.com/@songsandlyricsd/video/7116574889359723802', 'https://www.tiktok.com/@dhola._.bilai.96/video/7372182051698576657', 'https://www.tiktok.com/@emon_editzx7/video/7388079305558871303', 'https://www.tiktok.com/@raselahmed__1/video/7376615533766003985', 'https://www.tiktok.com/@offline_editor_100/video/7390215146301345042']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'tarek_antor', 'songsandlyricsd', 'dhola._.bilai.96', 'emon_editzx7', 'raselahmed__1', 'offline_editor_100']","['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'আমাদের চট্টগ্রামের সেরা একটি জায়গা হচ্ছে। 👌👌👌❤️ভাটিয়ালি ক্যাফে 24.🥰♥️🥰:আলহামদুলিলা ৩বার যাওয়া শেষ 🙂জায়গাটা অনেক সুন্দর দেখতে🥰🥰🥰চাইলে আপনারা ঘুরতে যেতে পারেন।', 'Nepal City View 🇳🇵#viralvideo #viraltiktok #foryourpage', 'Switzerland 😍👀#foryou #foryoupage #fyp #trend', '#MY Dream Country..👇 Switzerland..🇨🇭.""!🔥🥰.""']"
"['https://www.tiktok.com/@your_short_bro/video/7297022921438973186', 'https://www.tiktok.com/@just.aa.minute/video/7387715097113742600', 'https://www.tiktok.com/@shamimmahmud38/video/7391148494968474896', 'https://www.tiktok.com/@rajoanahmedfahim/video/7378792031222549777', 'https://www.tiktok.com/@arabiii_jannat/video/7365555095280405766', 'https://www.tiktok.com/@tahsintapti/video/7159237525142244634', 'https://www.tiktok.com/@nihab_rahman/video/7322013589626162450', 'https://www.tiktok.com/@fries.over.guyss/video/7377791612857928978', 'https://www.tiktok.com/@sharmila.not_tagore/video/7320288944858369282', 'https://www.tiktok.com/@jasbond0007/video/7407117735013993736', 'https://www.tiktok.com/@foodiemeetsfood_/video/7270114952407485698', 'https://www.tiktok.com/@raselsajek/video/7387871438318963986', 'https://www.tiktok.com/@nature_clips_06/video/7382472935912639745', 'https://www.tiktok.com/@dhola._.bilai.96/video/7372182051698576657', 'https://www.tiktok.com/@romanchaudhury88/video/7300997232055094529', 'https://www.tiktok.com/@travelizo.abss/video/7402992036669885714', 'https://www.tiktok.com/@sharmila.not_tagore/video/7383602394568953105', 'https://www.tiktok.com/@foodology_by_adneen/video/7384716608859540744', 'https://www.tiktok.com/@jenifar.chy/video/7358883773225749761', 'https://www.tiktok.com/@rayhan.0r/video/7365084465053355270', 'https://www.tiktok.com/@_moumita/video/7370377409025150216', 'https://www.tiktok.com/@_shoily.jpg_0/video/7273535361937181960', 'https://www.tiktok.com/@k_f_i_24/video/7314910637816155400', 'https://www.tiktok.com/@itzmuradm.a/video/7204415454843047170', 'https://www.tiktok.com/@your_short_bro/video/7296573841730456834', 'https://www.tiktok.com/@jahan.ontora/video/7010340033605537026', 'https://www.tiktok.com/@afsanasubu/video/7156405669015424282', 'https://www.tiktok.com/@adnan_sami034/video/7269503177450458370', 'https://www.tiktok.com/@shokher_photography777/video/7404344255331798292', 'https://www.tiktok.com/@sh.arpita/video/7391836173850643728', 'https://www.tiktok.com/@faisalahamedshuvo/video/7315833809507863816', 'https://www.tiktok.com/@somaiya_hira8/video/7405841049412832528', 'https://www.tiktok.com/@f.h.rafi/video/7122102581937098010', 'https://www.tiktok.com/@asmalucky129/video/7374793462710930695', 'https://www.tiktok.com/@baristadewan/video/7363573801851817221', 'https://www.tiktok.com/@valentinasutradhar/video/7390737959676398866', 'https://www.tiktok.com/@the_gallery_09/video/7272674278426856706', 'https://www.tiktok.com/@_moumita/video/7420035066803375361', 'https://www.tiktok.com/@marufbhuiyan10k/video/7382521951698291969', 'https://www.tiktok.com/@monsieur_arefin/video/7061436382807461147', 'https://www.tiktok.com/@alone_boy_arifin_2.0/video/7415402598339022087', 'https://www.tiktok.com/@travelwith_sagor/video/7402891989382925575', 'https://www.tiktok.com/@dihanchy29/video/7204109870558186754', 'https://www.tiktok.com/@tiaba28/video/7403214224870165767', 'https://www.tiktok.com/@radyonislam/video/7387802497445907719', 'https://www.tiktok.com/@ahmadanu4/video/7035332489023474970', 'https://www.tiktok.com/@afsara.afrin.sinthiya/video/7395493623451716880', 'https://www.tiktok.com/@sinthia_ahmed04/video/7360247381536918791', 'https://www.tiktok.com/@pias065/video/7362172592029027589', 'https://www.tiktok.com/@sinthiayasmin_nupur/video/7008449814258060571', 'https://www.tiktok.com/@aethina3/video/7121591611305315611', 'https://www.tiktok.com/@__jaber__/video/7004851375586823450', 'https://www.tiktok.com/@samadvlogs11/video/7334957614125583617', 'https://www.tiktok.com/@rayhan_rana_official/video/7126096465302244635', 'https://www.tiktok.com/@midulmullah/video/7002512190041312538', 'https://www.tiktok.com/@ataharistiaque8/video/7373254465417235713', 'https://www.tiktok.com/@mizanur_rahman__2/video/7389512012176379143', 'https://www.tiktok.com/@shafayat9696/video/7150964368052653339', 'https://www.tiktok.com/@preittia/video/7012728614718278938', 'https://www.tiktok.com/@mahreensana_official/video/7419912322732330261', 'https://www.tiktok.com/@nayem_exe7/video/7316144044160175362', 'https://www.tiktok.com/@tushma0/video/7405949326280756488', 'https://www.tiktok.com/@samia_alfa_kuasha/video/7123059104158928155', 'https://www.tiktok.com/@shakilahammed665/video/7225675413756906753', 'https://www.tiktok.com/@anitaakter990/video/7133124020710427930', 'https://www.tiktok.com/@md_sefat10/video/7148651927579020570', 'https://www.tiktok.com/@afsaraficent/video/7035850613632027930', 'https://www.tiktok.com/@nituhossain29/video/7040048330801417498', 'https://www.tiktok.com/@anisaibnatkhan/video/7041147661352733978', 'https://www.tiktok.com/@mr_rony_music/video/7421955114581249298', 'https://www.tiktok.com/@mr.sajjat2.0/video/7200258174484516098', 'https://www.tiktok.com/@anamikaoyshe0008/video/7198437517476121858', 'https://www.tiktok.com/@salami_appi/video/7330179922662575381', 'https://www.tiktok.com/@funnymixstation/video/7403196223798168840', 'https://www.tiktok.com/@your_neehaaa/video/7375110321863773441', 'https://www.tiktok.com/@rimirehman/video/7411118476313513232', 'https://www.tiktok.com/@tring_biring_ghost/video/7272750125674482945', 'https://www.tiktok.com/@rahulreels/video/7400825573372693767', 'https://www.tiktok.com/@mrluxsu10/video/7418201533075967233', 'https://www.tiktok.com/@rsrayhanchowdhury1/video/7333298847034117378', 'https://www.tiktok.com/@mdsalman2415/video/7106003924334677275', 'https://www.tiktok.com/@pbfromparadise/video/7375185694811098384', 'https://www.tiktok.com/@maherabsinfinity/video/7326079270936186114', 'https://www.tiktok.com/@fries.over.guyss/video/7233706473195375874', 'https://www.tiktok.com/@____nadiya_tahsin_____/video/6845277335017590018', 'https://www.tiktok.com/@zahir.nature/video/7386252741909286151', 'https://www.tiktok.com/@travelwith_sagor/video/7418896636786658567', 'https://www.tiktok.com/@niloyalamgir/video/7390258143911070996', 'https://www.tiktok.com/@tusar_al.amin/video/7422163402593815826', 'https://www.tiktok.com/@foridahmmed2k2/video/7329488673764953362', 'https://www.tiktok.com/@ariful_islam_okh/video/7355041778875043089', 'https://www.tiktok.com/@lunatix_veer/video/7157663626172697883', 'https://www.tiktok.com/@djprionty/video/7381790488455695632', 'https://www.tiktok.com/@rowson_ara_mim/video/7332509281037683986', 'https://www.tiktok.com/@chittabong_/video/6987456842330901786', 'https://www.tiktok.com/@naturalview5630/video/7419157041769467144', 'https://www.tiktok.com/@anirban_kaisar/video/7349835280376925458', 'https://www.tiktok.com/@abutaleb_123/video/7402585169548430599', 'https://www.tiktok.com/@suleman_s1/video/7273147987927321857', 'https://www.tiktok.com/@mo_mo1266/video/7055447253909048602', 'https://www.tiktok.com/@shanto_soha/video/7398033905632201989', 'https://www.tiktok.com/@sohagboy4/video/7123425810060512538', 'https://www.tiktok.com/@_bevaa_/video/7421536104995622162', 'https://www.tiktok.com/@sultanalfa12/video/7102774947935718683', 'https://www.tiktok.com/@hypnotize7/video/7386370387707268353', 'https://www.tiktok.com/@rafayel_siam/video/7076747532872912155', 'https://www.tiktok.com/@nihab_rahman/video/7389986687130078472', 'https://www.tiktok.com/@istieaq.sijuu/video/7284272333370461441']","['_powshi_', 'your_short_bro', 'just.aa.minute', 'shamimmahmud38', 'rajoanahmedfahim', 'arabiii_jannat', 'tahsintapti', 'nihab_rahman', 'fries.over.guyss', 'sharmila.not_tagore', 'jasbond0007', 'foodiemeetsfood_', 'raselsajek', 'nature_clips_06', 'dhola._.bilai.96', 'romanchaudhury88', 'travelizo.abss', 'sharmila.not_tagore', 'foodology_by_adneen', 'jenifar.chy', 'rayhan.0r', '_moumita', '_shoily.jpg_0', 'k_f_i_24', 'itzmuradm.a', 'your_short_bro', 'jahan.ontora', 'afsanasubu', 'adnan_sami034', 'shokher_photography777', 'sh.arpita', 'faisalahamedshuvo', 'somaiya_hira8', 'f.h.rafi', 'asmalucky129', 'baristadewan', 'valentinasutradhar', 'the_gallery_09', '_moumita', 'marufbhuiyan10k', 'monsieur_arefin', 'alone_boy_arifin_2.0', 'travelwith_sagor', 'dihanchy29', 'tiaba28', 'radyonislam', 'ahmadanu4', 'afsara.afrin.sinthiya', 'sinthia_ahmed04', 'pias065', 'sinthiayasmin_nupur', 'aethina3', '__jaber__', 'samadvlogs11', 'rayhan_rana_official', 'midulmullah', 'ataharistiaque8', 'mizanur_rahman__2', 'shafayat9696', 'preittia', 'mahreensana_official', 'nayem_exe7', 'tushma0', 'samia_alfa_kuasha', 'shakilahammed665', 'anitaakter990', 'md_sefat10', 'afsaraficent', 'nituhossain29', 'anisaibnatkhan', 'mr_rony_music', 'mr.sajjat2.0', 'anamikaoyshe0008', 'salami_appi', 'funnymixstation', 'your_neehaaa', 'rimirehman', 'tring_biring_ghost', 'rahulreels', 'mrluxsu10', 'rsrayhanchowdhury1', 'mdsalman2415', 'pbfromparadise', 'maherabsinfinity', 'fries.over.guyss', '____nadiya_tahsin_____', 'zahir.nature', 'travelwith_sagor', 'niloyalamgir', 'tusar_al.amin', 'foridahmmed2k2', 'ariful_islam_okh', 'lunatix_veer', 'djprionty', 'rowson_ara_mim', 'chittabong_', 'naturalview5630', 'anirban_kaisar', 'abutaleb_123', 'suleman_s1', 'mo_mo1266', 'shanto_soha', 'sohagboy4', '_bevaa_', 'sultanalfa12', 'hypnotize7', 'rafayel_siam', 'nihab_rahman', 'istieaq.sijuu']","['Things to do in Dhaka city 1.Explore Bangabandhu military museum 2.Visit shonargaon museum 3.Visit old Dhaka,Ahsan Manzil 4.Go to Ramna park', 'Best places to visit in Bangladesh #travel #tiktok', 'Budget friendly Tanguar Haor Tour ✨ #just_a_minute', 'অপরুপ সুন্ধর এবং মনোমুগ্ধকর একটি রিসোর্ট.... জংগল বাড়ি ম্যানগ্রোভ রিসোর্ট', '📍Zero Point,Jaflong,Sylhet ✨ #jaflong #fypシ゚viral', 'কে কে গিয়েছেন? ##DiscoverWithTikTok', '📍sony square food court! . . . . . . #foryou #foryou #fy', '5 places to visit in Bangladesh during winter: 1. Sreemangal 2. Mohamaya Lake 3. Debotakhum 4. Cox’s Bazar 5. Rangamati.', 'Such a calm & aesthetic place in Dhaka! 🛶❤️ #WhereToEat', ""Miracle Garden indeed! World's largest natural flower garden - home to at least 50 million flowers of different varieties! Located right next to the existing Dubai Miracle Garden, there's Dubai Butterfly Garden featuring 15,000 butterflies of around 50 varieties of butterfly in different sizes and colors flying around the visitors in the open. Another place kicked off the bucket list 💖"", 'ব্যস্ত শহরে একটু স্নিগ্ধতার খোঁজে! A nice place for family outing at Purbachal 300ft!', 'One of best budget friendly hangout places in Dhaka. Cheap & close to nature 🫶 I just can’t get enough of this place!!', 'Serenity 🌿🌼 #trending #bdtiktokofficial #sundarban', 'Beauty of Sajek..🌿🌧️ #unfrezzmyaccount', 'আমাদের চট্টগ্রামের সেরা একটি জায়গা হচ্ছে। 👌👌👌❤️ভাটিয়ালি ক্যাফে 24.🥰♥️🥰:আলহামদুলিলা ৩বার যাওয়া শেষ 🙂জায়গাটা অনেক সুন্দর দেখতে🥰🥰🥰চাইলে আপনারা ঘুরতে যেতে পারেন।', 'most Beautiful country Switzerland 🌿 Inshallah one day😫', 'জায়গাটা সুন্দর না?! 🥰 #switzerland #beautiful', 'Situated in Pubail - just a 40 min drive from Dhaka. A luxurious retreat with a perfect blend of lush nature, a beautiful pool surrounded by trees, the perfect tranquil environment to spend with your family! We stayed in the Rose cottage made of wood - peaceful and gives off the vibe of the old world while also providing modern amenities. And the entire resort looked even more enchanting after a heavy rain with the scent of wet earth and the garden glistening with raindrops.', '#tiktokofficialbangladesh #4u #foodtiktok', 'It is an amazing place to relax yourself from a tiring life. If you go to Cumilla, you Should visit this place must 🫶🏻💚', '#shajek #fyp #fypシ #fouryou #foryoupage', 'Swimming pool with beautiful view 🏊\u200d♀️ #foryou', 'Lusai village #lusai #lusaigram #lusaigramsajek', 'মানসিক শান্তির অপর নাম ঘুরাঘুরি_✈︎#foryou', 'top 10 most beautifull places in Bangladesh🇧🇩✅', 'Places to visit in Dhaka part 2 #travel #shorts #viralvideo', 'Beautiful Sajek 🍃 #TeamPori #foryou #Duet #JahanOntora', 'আলহামদুলিল্লাহ , সাজেকে এত এত মেঘ দেখেছি ,সরাসরি মেঘ উড়ে রুমে ঢুকতেছিল আর কি পরিমান তেজি হাওয়া ছিল,সুবহান আল্লাহ🌺', '#Italy Restudent#foryou #bdtiktokofficial #tiktok', 'শাপলা বিল না এ যেন এক ফুলের রাজ্য! 🌷🇧🇩✨ #ShaplaBlooms #videography #ShaplaBeauty #wazirpur #ShaplaBlossoms #barishal #LotusBlooms #shokher_photography #NaturePhotography #WildlifePhotography #NatureLovers #ExploreNature #OutdoorAdventure', '✨🕊️ #fyp #foryou #foryoupage #honeymoon', 'Awkat se bahar ❤️🥰 #fayshalahammedshuvoofficial', 'এই সুন্দর জায়গাটি চট্টগ্রামের কোথায় কে কে চিনেন???লাষ্ট কবে এখানে এসেছেন??? . . .', 'দিন শেষে যখন এমন প্রকৃতি দেখি তখন আমার সব ক্লান্তি দূর হয়ে যায় !! 🤍💙 প্রকৃতির মাঝে সুখ পাওয়া যায়।', 'নিরিবিলি - Niribili Eco Resort Sajek💞#viralvideo', 'Grand Bhawal Resort! . . . . . . . #summer #resort #holiday', 'Explore the beauty of Bandarban…..🛖⛰️🤍🍀', 'View ✨️ #copylinkplease #CapCut ##cinematic', 'Cake ♥️🎂 #foryou #foryourpages', '#switzerland🇨🇭 #switzerland🇨🇭', 'One of the most beautiful roads I have been to #fyp', 'Song+Weather😫❤️\u200d🩹 #fxtonmoy_10 #trendingsong', 'Just a simple view but it is so refreshing for your mind .🤍🍃🖤', 'Dreamy view of Sajek #fyp #foryou #bangladesh #travel', 'Finding my solace ✨ . . . #CapCut #bandorban', 'Dream holiday park,', 'Golden morning BANDARBAN💖🤙#bandorban_tour', 'নৌকায় ঘুরতে প্রচুর ভালো লাগে🍃', ""Welcome to Foy's lake Seaworld🌊💦#foryou"", 'ঘুরলে মন ভালো থাকে!😇🤗 #foryourpage', 'Beautiful Sikkim… #Location #snowfall #sikkimzeropoint', 'আল্লাহ্র প্রকতি অনেক সুন্দর ❤️❤️#bdtiktokofficial @', '- Bangladesh🇧🇩 #foryou #trending #foryoupage', 'natural view potenga see beach chattogrom 🌹#💫w', 'Relaxing_Sound#🔊🔉 #nature #bdtiktokofficial', 'Feel This View 🇧🇩#naturelove #naturalbueaty #foruyou', 'Miss this place Chittagong Seabeach 🤍 #foryou', 'প্রতিদিনের ব্যস্ততার মাঝে এই সূর্যাস্তের রঙ আমাকে নতুন করে বাঁচার আশা জাগায়। 🌆', '', '❤️ #fypシ #beach #coxsbazar', 'Guess the place?😍 #southasiancommunity', 'My Dhaka to Nepal Trip✈️🇧🇩🇳🇵💞 22-12-2023 #viral', 'হারাতে ওই নীলিমায়💙#kuakata #beach #for_you', 'কোন song এর মিউজিক..কে বলতে পারবে.. আমার মনে নাই', '#seebeach @TikTok #chittagong #foryoupage', 'i just love this tune❤️❤️❤️#sharilover #slowmotion', '#waterpark #bdtiktokofficial🇧🇩', 'Subhan Allah 🌊✨ #fypシ #viral #sea #afsaraficent', 'Just feel this tune & nature❣️.And mention your love💖', 'Shundor gaan ta🥺🦋', 'SONG NAME : GATA ONLY ✨❤️ . . . . . . .. .. .... ...... ......... ............ .............', 'Feel This Song 😖1st Cmnt Check ❤️\u200d🩹 Next Song ??#fyp', 'tiktok number 1 trending sound 🔥radhar kunje❤️', 'Koi Si🧤 <\\Speed up songs/>#foryou #foyoupage #fypシ', 'ভাইরাল গান #ভাইরাল #গান #song #hindi #viral', 'Kno bujho nh? 😒🤭 #your_neehaaa #banglasong', 'This Song 🤣 #foryou #blackscreen #lyricsvideo', '#vrial_video_tiktok_bangladesh🇧🇩 #foryou #foryoupage #grow', ""Ratargul Swamp Forest, often heralded as the 'Amazon of Bangladesh,' is a freshwater swamp forest in Sylhet District, Bangladesh, known for its unique ecosystem and biodiversity. It is a popular eco-tourism destination."", 'Mirinja Valley #mirinjavalley #mrluxsu #pahar', 'আমরা পাহাড়ে হারাই না,নিজেকে খুঁজে পাই পাহাড়ের মধ্যে... -মাইতা তৈম পাহাড়, বান্দরবান', 'Beautiful place🥰#sylhety #foryoupage #fyp #dream', 'Rangamati, our picture-perfect travel destination 🇧🇩', 'Are you a book lover? This is the perfect place for those who love to read books.you must visit this place!!', 'This place is so wholesome!!!!! The smell of freshly brewed coffees is to die for 🤤😍 and its so underrated! Their price is also pretty reasonable. They have a huge space and you should totally visit this place if you want to avoid all the crowded cafes in Bashundhara 💞 Also loved the smoothie bowl!', '', 'নিকলী হাওরের আলপনা অঙ্কিত সেই বিখ্যাত রাস্তা #nikli', 'maraingcha hill ⛰️🍃 #travelwithsagor #travel', 'সুইজারল্যান্ডের তিতলিস মাউন্টেন #NiloyAlamgir', '#CapCut #CapCutAmor #bangladesh', ""- Foy's Lake seaworld💥🖤 #seaworld #foyslake"", 'Feel This Song • Labon Ko [speed-up] • song #foryou', 'best memories of my life💘 . . . #lunatixveer #coxsbazar', 'A.K School and College RAG-DAY 🤩🥰 #remix #viralsong', 'Literally obsessed with this place🤍 📍Check the comment box for details about this place.', 'Undoubtedly one of the most scenic waterfalls in Bangladesh, Shohosrodhara waterfall 🇧🇩', 'ᥫ᭡—হাজারো কল্পনার ভিড়ে, প্রকৃতি তুমি আমার শ্রেষ্ঠ অনুভূতি──༅༎ 🍃🌿', 'Experience one of the most beautiful waterpark in South Asia and that too in Bangladesh 📍Mana Bay Waterpark, Bangladesh🇧🇩', '#সুন্দর_একটা_মুহূর্ত_ছিল_অসাধারণ #বান্দরবান #বাংলাদেশ', 'ইতালি যাওয়ার পথে সাগরের দিকে ভয়ঙ্কর একটি প্রাণীর দেখা মিললো কতটা ভয়ংকর রাস্তা পাড়ি দিয়ে স্বপ্নের দেশ ইতালিতে যাইতে হয়..!🇮🇹🥺', 'View from our room🤍#sajekvelly #hubbywifey', '🎧𝐔𝐒𝐄 𝐇𝐄𝐀𝐃𝐏𝐇𝐎𝐍𝐄💦 🌿ғᴇᴇʟ ᴛʜɪs sʟᴏᴡᴇᴅ ʀᴇᴠᴇʀʙ ᴠɪʀᴀʟ ᴛʀᴀɴᴅɪɴɢ sᴏɴɢ❤️🥰', 'Welcome to Sajek Valley 💫 - Edit Video || Travel Video ||', 'My highlights from the Cox’s Bazar Trip with Family💕', 'Kaptai lake #kaptai #kaptailake🌊 #niceview', 'Old is gold !♡ do you know ? 🫠 #foryou #🌸🌸🌸🌸', 'Doob (ডুব)🖤#RafayelCreation', 'Beautiful Banskhali Sea Beach. #TiktokVlog', 'মেঘপুঞ্জি রিসোর্ট, সাজেক 🛖💞#foryou #views #fyp']"
